ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
CPAY,"Corpay, Inc. Common Stock",N,CPAY,N,100.0,N,CPAY
CPF,Central Pacific Financial Corp New,N,CPF,N,100.0,N,CPF
CPK,Chesapeake Utilities Corporation Common Stock,N,CPK,N,100.0,N,CPK
CPNG,"Coupang, Inc. Class A Common Stock",N,CPNG,N,100.0,N,CPNG
CPRI,Capri Holdings Limited Ordinary Shares,N,CPRI,N,100.0,N,CPRI
CPS,Cooper-Standard Holdings Inc. Common Stock,N,CPS,N,100.0,N,CPS
CPT,Camden Property Trust Common Stock,N,CPT,N,100.0,N,CPT
CQP,"Cheniere Energy Partners, LP Common Units",N,CQP,N,100.0,N,CQP
CR,Crane Company Common Stock,N,CR,N,100.0,N,CR
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 2064,N,CRBD,N,100.0,N,CRBD
CRBG,Corebridge Financial Inc. Common Stock,N,CRBG,N,100.0,N,CRBG
CRC,California Resources Corporation Common Stock,N,CRC,N,100.0,N,CRC
CRCL,"Circle Internet Group, Inc. Class A Common Stock",N,CRCL,N,100.0,N,CRCL
CRD.A,Crawford & Company Common Stock,N,CRD.A,N,100.0,N,CRD.A
CRD.B,Crawford & Company Common Stock,N,CRD.B,N,100.0,N,CRD.B
CRGY,Crescent Energy Company Class A Common Stock,N,CRGY,N,100.0,N,CRGY
CRH,CRH PLC Ordinary Shares,N,CRH,N,100.0,N,CRH
CRI,"Carter's, Inc. Common Stock",N,CRI,N,100.0,N,CRI
CRK,"Comstock Resources, Inc. Common Stock",N,CRK,N,100.0,N,CRK
CRL,"Charles River Laboratories International, Inc. Common Stock",N,CRL,N,100.0,N,CRL
CRM,"Salesforce, Inc. Common Stock",N,CRM,N,100.0,N,CRM
CRS,Carpenter Technology Corporation Common Stock,N,CRS,N,100.0,N,CRS
CRT,Cross Timbers Royalty Trust Common Stock,N,CRT,N,100.0,N,CRT
CSAN,Cosan S.A. ADS,N,CSAN,N,100.0,N,CSAN
CSL,Carlisle Companies Incorporated Common Stock,N,CSL,N,100.0,N,CSL
CSR,D/B/A Centerspace Common Stock,N,CSR,N,100.0,N,CSR
CSTM,Constellium SE Ordinary Shares (France),N,CSTM,N,100.0,N,CSTM
CSV,"Carriage Services, Inc. Common Stock",N,CSV,N,100.0,N,CSV
CSW,"CSW Industrials, Inc. Common Stock",N,CSW,N,100.0,N,CSW
CTA$A,"EIDP, Inc. Preferred Stock $3.50 Series",N,CTApA,N,100.0,N,CTA-A
CTA$B,"EIDP, Inc. Preferred Stock $4.50 Series",N,CTApB,N,100.0,N,CTA-B
CTBB,Qwest Corporation 6.5% Notes due 2056,N,CTBB,N,100.0,N,CTBB
CTDD,Qwest Corporation 6.75% Notes due 2057,N,CTDD,N,100.0,N,CTDD
CTEST,NYSE Test One Common Stock,N,CTEST,N,100.0,Y,CTEST
CTEST.E,NYSE Test One Common Stock,N,CTEST.E,N,100.0,Y,CTEST.E
CTEST.G,NYSE Test One Common Stock,N,CTEST.G,N,100.0,Y,CTEST.G
CTEST.L,NYSE Test One Common Stock,N,CTEST.L,N,100.0,Y,CTEST.L
CTEST.O,NYSE Test One Common Stock,N,CTEST.O,N,100.0,Y,CTEST.O
CTEST.S,NYSE Test Six Common Stock,N,CTEST.S,N,100.0,Y,CTEST.S
CTEST.V,NYSE Test One Common Stock,N,CTEST.V,N,100.0,Y,CTEST.V
CTEV,Claritev Corporation Class A Common Stock,N,CTEV,N,100.0,N,CTEV
CTO,"CTO Realty Growth, Inc. Common Stock",N,CTO,N,100.0,N,CTO
CTO$A,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock",N,CTOpA,N,100.0,N,CTO-A
CTOS,"Custom Truck One Source, Inc. Common Stock",N,CTOS,N,100.0,N,CTOS
CTRA,Coterra Energy Inc. Common Stock,N,CTRA,N,100.0,N,CTRA
CTRE,"CareTrust REIT, Inc. Common Stock",N,CTRE,N,100.0,N,CTRE
CTRI,"Centuri Holdings, Inc. Common Stock",N,CTRI,N,100.0,N,CTRI
CTS,CTS Corporation Common Stock,N,CTS,N,100.0,N,CTS
CTVA,"Corteva, Inc. Common Stock ",N,CTVA,N,100.0,N,CTVA
CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",N,CUBB,N,100.0,N,CUBB
CUBE,CubeSmart Common Shares,N,CUBE,N,100.0,N,CUBE
CUBI,"Customers Bancorp, Inc Common Stock",N,CUBI,N,100.0,N,CUBI
CUBI$F,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",N,CUBIpF,N,100.0,N,CUBI-F
CUK,Carnival Plc ADS ADS,N,CUK,N,100.0,N,CUK
CULP,"Culp, Inc. Common Stock",N,CULP,N,100.0,N,CULP
CURB,Curbline Properties Corp. Common Stock,N,CURB,N,100.0,N,CURB
CURV,Torrid Holdings Inc. Common Stock,N,CURV,N,100.0,N,CURV
CUZ,Cousins Properties Incorporated Common Stock,N,CUZ,N,100.0,N,CUZ
CVE,Cenovus Energy Inc Common Stock,N,CVE,N,100.0,N,CVE
CVE.W,Cenovus Energy Inc Warrants (each warrant entitles the holder to purchase one common share at an exercise price of C$6.54 per share),N,CVE.WS,N,100.0,N,CVE+
CVEO,Civeo Corporation (Canada) Common Shares,N,CVEO,N,100.0,N,CVEO
CVI,CVR Energy Inc. Common Stock,N,CVI,N,100.0,N,CVI
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",N,CVLG,N,100.0,N,CVLG
CVNA,Carvana Co. Class A Common Stock,N,CVNA,N,100.0,N,CVNA
CVS,CVS Health Corporation Common Stock,N,CVS,N,100.0,N,CVS
CVX,Chevron Corporation Common Stock,N,CVX,N,100.0,N,CVX
CW,Curtiss-Wright Corporation Common Stock,N,CW,N,100.0,N,CW
CWAN,"Clearwater Analytics Holdings, Inc. Class A Common Stock",N,CWAN,N,100.0,N,CWAN
CWEN,"Clearway Energy, Inc. Class C Common Stock",N,CWEN,N,100.0,N,CWEN
CWEN.A,"Clearway Energy, Inc. Class A Common Stock",N,CWEN.A,N,100.0,N,CWEN.A
CWH,"Camping World Holdings, Inc. Class A Common Stock",N,CWH,N,100.0,N,CWH
CWK,Cushman & Wakefield plc Ordinary Shares,N,CWK,N,100.0,N,CWK
CWT,California Water Service Group Common Stock,N,CWT,N,100.0,N,CWT
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",N,CX,N,100.0,N,CX
CXE,MFS High Income Municipal Trust Common Stock,N,CXE,N,100.0,N,CXE
CXH,MFS Investment Grade Municipal Trust Common Stock,N,CXH,N,100.0,N,CXH
CXM,"Sprinklr, Inc. Class A Common Stock",N,CXM,N,100.0,N,CXM
CXT,"Crane NXT, Co. Common Stock",N,CXT,N,100.0,N,CXT
CXW,"CoreCivic, Inc. Common Stock",N,CXW,N,100.0,N,CXW
CYD,China Yuchai International Limited Common Stock,N,CYD,N,100.0,N,CYD
CYH,"Community Health Systems, Inc. Common Stock",N,CYH,N,100.0,N,CYH
D,"Dominion Energy, Inc. Common Stock",N,D,N,100.0,N,D
DAC,Danaos Corporation Common Stock,N,DAC,N,100.0,N,DAC
DAL,"Delta Air Lines, Inc. Common Stock",N,DAL,N,100.0,N,DAL
DAN,Dana Incorporated Common Stock ,N,DAN,N,100.0,N,DAN
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",N,DAO,N,100.0,N,DAO
DAR,Darling Ingredients Inc. Common Stock,N,DAR,N,100.0,N,DAR
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),N,DAVA,N,100.0,N,DAVA
DAY,"Dayforce, Inc. Common Stock",N,DAY,N,100.0,N,DAY
DB,Deutsche Bank AG Common Stock,N,DB,N,100.0,N,DB
DBD,Diebold Nixdorf Incorporated Common stock,N,DBD,N,100.0,N,DBD
DBI,Designer Brands Inc. Class A Common Stock,N,DBI,N,100.0,N,DBI
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,N,DBL,N,100.0,N,DBL
DBRG,"DigitalBridge Group, Inc.",N,DBRG,N,100.0,N,DBRG
DBRG$H,"DigitalBridge Group, Inc. 7.125% Series H ",N,DBRGpH,N,100.0,N,DBRG-H
DBRG$I,"DigitalBridge Group, Inc. 7.15% Series I ",N,DBRGpI,N,100.0,N,DBRG-I
DBRG$J,"DigitalBridge Group, Inc. 7.125% Series J ",N,DBRGpJ,N,100.0,N,DBRG-J
DCI,"Donaldson Company, Inc. Common Stock",N,DCI,N,100.0,N,DCI
DCO,Ducommun Incorporated Common Stock,N,DCO,N,100.0,N,DCO
DD,"DuPont de Nemours, Inc. Common Stock",N,DD,N,100.0,N,DD
DDD,3D Systems Corporation Common Stock,N,DDD,N,100.0,N,DDD
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),N,DDL,N,100.0,N,DDL
DDS,"Dillard's, Inc. Common Stock",N,DDS,N,100.0,N,DDS
DDT,Dillard's Capital Trust I,N,DDT,N,100.0,N,DDT
DE,Deere & Company Common Stock,N,DE,N,100.0,N,DE
DEA,"Easterly Government Properties, Inc. Common Stock",N,DEA,N,100.0,N,DEA
DEC,Diversified Energy Company plc Ordinary Shares,N,DEC,N,100.0,N,DEC
DECK,Deckers Outdoor Corporation Common Stock,N,DECK,N,100.0,N,DECK
DEI,"Douglas Emmett, Inc. Common Stock",N,DEI,N,100.0,N,DEI
DELL,Dell Technologies Inc. Class C Common Stock ,N,DELL,N,100.0,N,DELL
DEO,Diageo plc Common Stock,N,DEO,N,100.0,N,DEO
DFH,"Dream Finders Homes, Inc. Class A Common Stock",N,DFH,N,100.0,N,DFH
DFIN,"Donnelley Financial Solutions, Inc. Common Stock ",N,DFIN,N,100.0,N,DFIN
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,N,DFP,N,100.0,N,DFP
DG,Dollar General Corporation Common Stock,N,DG,N,100.0,N,DG
DGX,Quest Diagnostics Incorporated Common Stock,N,DGX,N,100.0,N,DGX
DHF,BNY Mellon High Yield Strategies Fund Common Stock,N,DHF,N,100.0,N,DHF
DHI,"D.R. Horton, Inc. Common Stock",N,DHI,N,100.0,N,DHI
DHR,Danaher Corporation Common Stock,N,DHR,N,100.0,N,DHR
DHT,"DHT Holdings, Inc.",N,DHT,N,100.0,N,DHT
DHX,"DHI Group, Inc. Common Stock",N,DHX,N,100.0,N,DHX
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,N,DIAX,N,100.0,N,DIAX
DIN,"Dine Brands Global, Inc. Common Stock",N,DIN,N,100.0,N,DIN
DINO,HF Sinclair Corporation Common Stock,N,DINO,N,100.0,N,DINO
DIS,Walt Disney Company (The) Common Stock,N,DIS,N,100.0,N,DIS
DIVY,Sound Equity Dividend Income ETF,N,DIVY,Y,100.0,N,DIVY
DK,"Delek US Holdings, Inc. Common Stock",N,DK,N,100.0,N,DK
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",N,DKL,N,100.0,N,DKL
DKS,Dick's Sporting Goods Inc Common Stock,N,DKS,N,100.0,N,DKS
DLB,Dolby Laboratories Common Stock,N,DLB,N,100.0,N,DLB
DLNG,Dynagas LNG Partners LP Common Units,N,DLNG,N,100.0,N,DLNG
DLNG$A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,N,DLNGpA,N,100.0,N,DLNG-A
DLR,"Digital Realty Trust, Inc. Common Stock",N,DLR,N,100.0,N,DLR
DLR$J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock",N,DLRpJ,N,100.0,N,DLR-J
DLR$K,"Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share",N,DLRpK,N,100.0,N,DLR-K
DLR$L,"Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock",N,DLRpL,N,100.0,N,DLR-L
DLX,Deluxe Corporation Common Stock,N,DLX,N,100.0,N,DLX
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,N,DLY,N,100.0,N,DLY
DMA,Destra Multi-Alternative Fund Common Stock,N,DMA,N,100.0,N,DMA
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",N,DMB,N,100.0,N,DMB
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,N,DMO,N,100.0,N,DMO
DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",N,DNA,N,100.0,N,DNA
DNOW,DNOW Inc. Common Stock,N,DNOW,N,100.0,N,DNOW
DNP,"DNP Select Income Fund, Inc. Common Stock",N,DNP,N,100.0,N,DNP
DOC,"Healthpeak Properties, Inc. Common Stock",N,DOC,N,100.0,N,DOC
DOCN,"DigitalOcean Holdings, Inc. Common Stock",N,DOCN,N,100.0,N,DOCN
DOCS,"Doximity, Inc. Class A Common Stock",N,DOCS,N,100.0,N,DOCS
DOLE,Dole plc Ordinary Shares,N,DOLE,N,100.0,N,DOLE
DOUG,Douglas Elliman Inc. Common Stock,N,DOUG,N,100.0,N,DOUG
DOV,Dover Corporation Common Stock,N,DOV,N,100.0,N,DOV
DOW,Dow Inc. Common Stock ,N,DOW,N,100.0,N,DOW
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,N,DPG,N,100.0,N,DPG
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",N,DQ,N,100.0,N,DQ
DRD,DRDGOLD Limited American Depositary Shares,N,DRD,N,100.0,N,DRD
DRH,Diamondrock Hospitality Company Common Stock,N,DRH,N,100.0,N,DRH
DRH$A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,N,DRHpA,N,100.0,N,DRH-A
DRI,"Darden Restaurants, Inc. Common Stock",N,DRI,N,100.0,N,DRI
DRLL,EA Series Trust Strive U.S. Energy ETF,N,DRLL,Y,100.0,N,DRLL
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,N,DSL,N,100.0,N,DSL
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",N,DSM,N,100.0,N,DSM
DSMC,ETF Series Solutions Distillate Small/Mid Cash Flow ETF,N,DSMC,Y,100.0,N,DSMC
DSTX,Distillate International Fundamental Stability & Value ETF,N,DSTX,Y,100.0,N,DSTX
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",N,DSU,N,100.0,N,DSU
DSX,Diana Shipping inc. common stock,N,DSX,N,100.0,N,DSX
DSX$B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),N,DSXpB,N,100.0,N,DSX-B
DSX.W,Diana Shipping inc. Warrants,N,DSX.WS,N,100.0,N,DSX+
DT,"Dynatrace, Inc. Common Stock",N,DT,N,100.0,N,DT
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,N,DTB,N,100.0,N,DTB
DTE,DTE Energy Company Common Stock,N,DTE,N,100.0,N,DTE
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,N,DTF,N,100.0,N,DTF
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,N,DTG,N,100.0,N,DTG
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,N,DTK,N,100.0,N,DTK
DTM,"DT Midstream, Inc. Common Stock ",N,DTM,N,100.0,N,DTM
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,N,DTW,N,100.0,N,DTW
DUK,Duke Energy Corporation (Holding Company) Common Stock,N,DUK,N,100.0,N,DUK
DUK$A,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock",N,DUKpA,N,100.0,N,DUK-A
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,N,DUKB,N,100.0,N,DUKB
DV,"DoubleVerify Holdings, Inc. Common Stock",N,DV,N,100.0,N,DV
DVA,DaVita Inc. Common Stock,N,DVA,N,100.0,N,DVA
DVN,Devon Energy Corporation Common Stock,N,DVN,N,100.0,N,DVN
DX,"Dynex Capital, Inc. Common Stock",N,DX,N,100.0,N,DX
DX$C,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",N,DXpC,N,100.0,N,DX-C
DXC,DXC Technology Company Common Stock ,N,DXC,N,100.0,N,DXC
DXYZ,Destiny Tech100 Inc. Common Stock,N,DXYZ,N,100.0,N,DXYZ
DY,"Dycom Industries, Inc. Common Stock",N,DY,N,100.0,N,DY
E,ENI S.p.A. Common Stock,N,E,N,100.0,N,E
EAF,GrafTech International Ltd. Common Stock,N,EAF,N,100.0,N,EAF
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",N,EAI,N,100.0,N,EAI
EARN,Ellington Credit Company Common Shares of Beneficial Interest,N,EARN,N,100.0,N,EARN
EAT,"Brinker International, Inc. Common Stock",N,EAT,N,100.0,N,EAT
EB,"Eventbrite, Inc. Class A Common Stock",N,EB,N,100.0,N,EB
EBF,"Ennis, Inc. Common Stock",N,EBF,N,100.0,N,EBF
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),N,EBR,N,100.0,N,EBR
EBR.B,Centrais Electricas Brasileiras S.A. Sponsored ADS representing Pfd Shares,N,EBR.B,N,100.0,N,EBR.B
EBS,Emergent BioSolutions Inc. Common Stock,N,EBS,N,100.0,N,EBS
EC,Ecopetrol S.A. American Depositary Shares,N,EC,N,100.0,N,EC
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,N,ECAT,N,100.0,N,ECAT
ECC,Eagle Point Credit Company Inc. Common Stock,N,ECC,N,100.0,N,ECC
ECC$D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,N,ECCpD,N,100.0,N,ECC-D
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,N,ECCC,N,100.0,N,ECCC
ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,N,ECCF,N,100.0,N,ECCF
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,N,ECCU,N,100.0,N,ECCU
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,N,ECCV,N,100.0,N,ECCV
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,N,ECCW,N,100.0,N,ECCW
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,N,ECCX,N,100.0,N,ECCX
ECG,"Everus Construction Group, Inc. Common Stock",N,ECG,N,100.0,N,ECG
ECL,Ecolab Inc. Common Stock,N,ECL,N,100.0,N,ECL
ECO,Okeanis Eco Tankers Corp. Common Stock,N,ECO,N,100.0,N,ECO
ECVT,Ecovyst Inc. Common Stock,N,ECVT,N,100.0,N,ECVT
ED,"Consolidated Edison, Inc. Common Stock",N,ED,N,100.0,N,ED
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N,EDD,N,100.0,N,EDD
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,N,EDF,N,100.0,N,EDF
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,N,EDN,N,100.0,N,EDN
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",N,EDU,N,100.0,N,EDU
EE,"Excelerate Energy, Inc. Class A Common Stock",N,EE,N,100.0,N,EE
EEA,"The European Equity Fund, Inc. Common Stock",N,EEA,N,100.0,N,EEA
EEX,"Emerald Holding, Inc. Common Stock",N,EEX,N,100.0,N,EEX
EFC,Ellington Financial Inc. Common Stock ,N,EFC,N,100.0,N,EFC
EFC$A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,EFCpA,N,100.0,N,EFC-A
EFC$B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,EFCpB,N,100.0,N,EFC-B
EFC$C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,EFCpC,N,100.0,N,EFC-C
EFC$D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,N,EFCpD,N,100.0,N,EFC-D
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,N,EFR,N,100.0,N,EFR
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,N,EFT,N,100.0,N,EFT
EFX,"Equifax, Inc. Common Stock",N,EFX,N,100.0,N,EFX
EFXT,Enerflex Ltd Common Shares,N,EFXT,N,100.0,N,EFXT
EG,"Everest Group, Ltd. Common Stock",N,EG,N,100.0,N,EG
EGO,Eldorado Gold Corporation Ordinary Shares,N,EGO,N,100.0,N,EGO
EGP,"EastGroup Properties, Inc. Common Stock",N,EGP,N,100.0,N,EGP
EGY,"VAALCO Energy, Inc.  Common Stock",N,EGY,N,100.0,N,EGY
EHAB,"Enhabit, Inc. Common Stock",N,EHAB,N,100.0,N,EHAB
EHC,Encompass Health Corporation Common Stock,N,EHC,N,100.0,N,EHC
EHI,Western Asset Global High Income Fund Inc Common Stock,N,EHI,N,100.0,N,EHI
EIC,Eagle Point Income Company Inc. Common Stock,N,EIC,N,100.0,N,EIC
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,N,EICA,N,100.0,N,EICA
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,N,EICB,N,100.0,N,EICB
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,N,EICC,N,100.0,N,EICC
EIG,Employers Holdings Inc Common Stock,N,EIG,N,100.0,N,EIG
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,N,EIIA,N,100.0,N,EIIA
EIX,Edison International Common Stock,N,EIX,N,100.0,N,EIX
EL,"Estee Lauder Companies, Inc. (The) Common Stock",N,EL,N,100.0,N,EL
ELAN,Elanco Animal Health Incorporated Common Stock,N,ELAN,N,100.0,N,ELAN
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",N,ELC,N,100.0,N,ELC
ELF,"e.l.f. Beauty, Inc. Common Stock",N,ELF,N,100.0,N,ELF
ELME,Elme Communities Common Stock,N,ELME,N,100.0,N,ELME
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),N,ELP,N,100.0,N,ELP
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),N,ELPC,N,100.0,N,ELPC
ELS,"Equity Lifestyle Properties, Inc. Common Stock",N,ELS,N,100.0,N,ELS
ELV,"Elevance Health, Inc. Common Stock",N,ELV,N,100.0,N,ELV
EMA,Emera Incorporated Common Shares,N,EMA,N,100.0,N,EMA
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,N,EMD,N,100.0,N,EMD
EME,"EMCOR Group, Inc. Common Stock",N,EME,N,100.0,N,EME
EMF,Templeton Emerging Markets Fund Common Stock,N,EMF,N,100.0,N,EMF
EMN,Eastman Chemical Company Common Stock,N,EMN,N,100.0,N,EMN
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,N,EMO,N,100.0,N,EMO
EMO.R,"ClearBridge Energy Midstream Opportunity Fund Inc. Rights (expiring October 10, 2025) Rights",N,EMOr,N,100.0,N,EMO^
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",N,EMP,N,100.0,N,EMP
EMR,Emerson Electric Company Common Stock,N,EMR,N,100.0,N,EMR
ENB,Enbridge Inc Common Stock,N,ENB,N,100.0,N,ENB
ENFY,Enlightify Inc. Common Stock,N,ENFY,N,100.0,N,ENFY
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),N,ENIC,N,100.0,N,ENIC
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",N,ENJ,N,100.0,N,ENJ
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",N,ENO,N,100.0,N,ENO
ENOV,Enovis Corporation Common Stock,N,ENOV,N,100.0,N,ENOV
ENR,"Energizer Holdings, Inc. Common Stock",N,ENR,N,100.0,N,ENR
ENS,EnerSys Common Stock,N,ENS,N,100.0,N,ENS
ENVA,"Enova International, Inc. Common Stock",N,ENVA,N,100.0,N,ENVA
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,N,EOD,N,100.0,N,EOD
EOG,"EOG Resources, Inc. Common Stock",N,EOG,N,100.0,N,EOG
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,N,EOI,N,100.0,N,EOI
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,N,EOS,N,100.0,N,EOS
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,N,EOT,N,100.0,N,EOT
EP$C,El Paso Corporation Preferred Stock,N,EPpC,N,100.0,N,EP-C
EPAC,Enerpac Tool Group Corp. Common Stock,N,EPAC,N,100.0,N,EPAC
EPAM,"EPAM Systems, Inc. Common Stock",N,EPAM,N,100.0,N,EPAM
EPC,Edgewell Personal Care Company Common Stock,N,EPC,N,100.0,N,EPC
EPD,Enterprise Products Partners L.P. Common Stock,N,EPD,N,100.0,N,EPD
EPR,EPR Properties Common Stock,N,EPR,N,100.0,N,EPR
EPR$C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,N,EPRpC,N,100.0,N,EPR-C
EPR$E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,N,EPRpE,N,100.0,N,EPR-E
EPR$G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,N,EPRpG,N,100.0,N,EPR-G
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",N,EPRT,N,100.0,N,EPRT
EQBK,"Equity Bancshares, Inc. Class A Common Stock",N,EQBK,N,100.0,N,EQBK
EQH,"Equitable Holdings, Inc. Common Stock",N,EQH,N,100.0,N,EQH
EQH$A,"Equitable Holdings, Inc. Depositary Shares",N,EQHpA,N,100.0,N,EQH-A
EQH$C,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",N,EQHpC,N,100.0,N,EQH-C
EQNR,Equinor ASA,N,EQNR,N,100.0,N,EQNR
EQR,Equity Residential Common Shares of Beneficial Interest,N,EQR,N,100.0,N,EQR
EQS,"Equus Total Return, Inc. Common Stock",N,EQS,N,100.0,N,EQS
EQT,EQT Corporation Common Stock,N,EQT,N,100.0,N,EQT
EQV,EQV Ventures Acquisition Corp. Class A Ordinary Shares,N,EQV,N,100.0,N,EQV
EQV.U,"EQV Ventures Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",N,EQV.U,N,100.0,N,EQV=
EQV.W,"EQV Ventures Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,EQV.WS,N,100.0,N,EQV+
ERJ,Embraer S.A. Common Stock,N,ERJ,N,100.0,N,ERJ
ERO,Ero Copper Corp. Common Shares,N,ERO,N,100.0,N,ERO
ES,Eversource Energy (D/B/A) Common Stock,N,ES,N,100.0,N,ES
